"coreid","Iptc4xmpExt:CountryCode","Iptc4xmpExt:CountryName","Iptc4xmpExt:ProvinceState","Iptc4xmpExt:WorldRegion","ac:accessURI","ac:associatedSpecimenReference","ac:attributionLogoURL","ac:bestQualityAccessURI","ac:bestQualityFormat","ac:caption","ac:captureDevice","ac:comments","ac:digitizationDate","ac:furtherInformationURL","ac:goodQualityAccessURI","ac:hashFunction","ac:hashValue","ac:licenseLogoURL","ac:metadataCreator","ac:metadataLanguage","ac:metadataLanguageLiteral","ac:metadataProvider","ac:metadataProviderLiteral","ac:provider","ac:providerLiteral","ac:providerManagedID","ac:resourceCreationTechnique","ac:serviceExpectation","ac:subjectOrientation","ac:subjectPart","ac:subtype","ac:subtypeLiteral","ac:tag","ac:thumbnailAccessURI","ac:variant","ac:variantLiteral","dc:creator","dc:format","dc:rights","dc:type","dcterms:accessRights","dcterms:available","dcterms:created","dcterms:creator","dcterms:description","dcterms:format","dcterms:identifier","dcterms:language","dcterms:license","dcterms:modified","dcterms:publisher","dcterms:references","dcterms:rights","dcterms:rightsHolder","dcterms:source","dcterms:title","dcterms:type","dwc:basisOfRecord","dwc:catalogNumber","dwc:collectionCode","dwc:collectionID","dwc:coordinateUncertaintyInMeters","dwc:country","dwc:county","dwc:day","dwc:decimalLatitude","dwc:decimalLongitude","dwc:eventDate","dwc:family","dwc:genus","dwc:geodeticDatum","dwc:georeferencedBy","dwc:habitat","dwc:institutionCode","dwc:kingdom","dwc:locality","dwc:month","dwc:municipality","dwc:occurrenceID","dwc:occurrenceRemarks","dwc:order","dwc:otherCatalogNumbers","dwc:phylum","dwc:recordedBy","dwc:scientificName","dwc:scientificNameAuthorship","dwc:specificEpithet","dwc:startDayOfYear","dwc:stateProvince","dwc:year","exif:PixelXDimension","exif:PixelYDimension","idigbio:associatedRecordReference","idigbio:associatedRecordsetReference","idigbio:recordId","photoshop:Credit","symbiota:recordEnteredBy","xmp:CreateDate","xmp:MetadataDate","xmpRights:Owner","xmpRights:UsageTerms","xmpRights:WebStatement"
"c4be19b9-0539-4d98-b5c1-08984153f6b9","","Indonesia","West Java Province","Asia","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00022219_Microdon_digitata_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:22219","","","","","","","","","","","8047f466fb74f189f45b8cb621b12c5d","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/115554","","","2003-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:22219 Microdon digitata head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Microdon digitata","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"8de3f0e3-4495-47c8-bea3-b66ebc3f8ac7","","Canada","Ontario","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007530_Ogcodes_albiventris_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:7530","","","","","","","","","","","7a57eb036123ef29ecda73cb8d348772","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100750","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:7530 Ogcodes albiventris head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ogcodes albiventris","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"1a3644f7-232f-4ba7-a941-4c903030ccc8","","United States","New Hampshire","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001176_Platypalpus_flavirostris_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:1176","","","","","","","","","","","8b08bc4acff72aa832729cf8e9562592","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100437","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:1176 Platypalpus flavirostris head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Platypalpus flavirostris","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"425d3e38-76cb-4348-827f-12d5f3fad12d","","Canada","","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012564_Odontomyia_inaequalis_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:12564","","","","","","","","","","","4002f38ca1a426bdab04a95acaafe57e","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2006 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/96902","","","2006-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:12564 Odontomyia inaequalis head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Odontomyia inaequalis","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"519d12f8-1ef4-414d-abb2-5345d0b1942b","","United States","New Hampshire","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026943_Leucostola_slossonae_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:26943","","","","","","","","","","","4673fbeb7e373177d5b59973f5362ad3","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/227969","","","2003-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:26943 Leucostola slossonae head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Leucostola slossonae","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"e256313e-207d-4e48-b436-ae92f60217eb","","United States","New York","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013035_Pelastoneurus_alternans_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13035","","","","","","","","","","","755d17c47c9a7da0a74f1a8fab938897","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/110538","","","2003-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13035 Pelastoneurus alternans head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pelastoneurus alternans","","","","","","857","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"b73f0780-fe1c-47d1-87e3-9c9b0df45efa","","Guyana","Cuyuni-Mazaruni","South America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007656_Microdon_inarmatus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:7656","","","","","","","","","","","bf2e3afc74933ab7bb3db54238e514e9","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/115286","","","2003-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:7656 Microdon inarmatus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Microdon inarmatus","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"6fda090f-dfb0-4b46-974f-f0b5bd918e8a","","United States","California","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012674_Argyromoeba_delila_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:12674","","","","","","","","","","","f863c874a1e6a883958e68c1153b1857","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/102075","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:12674 Argyromoeba delila head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Argyromoeba delila","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"7077353e-0f8f-49a1-941a-4faca04f1785","","United States","District of Columbia","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001137_Rhamphomyia_brevis_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:1137","","","","","","","","","","","6ad60ec267d8df7be6a67f695bcdbb5c","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/101463","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:1137 Rhamphomyia brevis head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rhamphomyia brevis","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"23d2e4a1-5f05-4a33-81e1-542495f761e7","","United States","","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012892_Chrysotus_cornutus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:12892","","","","","","","","","","","96542d2ffbf285ee6abab7d13d7b6210","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/102302","","","2003-04-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:12892 Chrysotus cornutus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chrysotus cornutus","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"760a2e4b-4685-483a-8903-7e878b8c1c07","","Cuba","","","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012807_Plesiomma_funesta_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:12807","","","","","","","","","","","ccb62892b885e6cfef7ed4ecc4bc7d33","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/98294","","","2003-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:12807 Plesiomma funesta head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Plesiomma funesta","","","","","","809","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"70fe484d-74fb-43ca-a8c6-af2b83c0077d","","United States","Wyoming","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012660_Anthrax_alpha_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:12660","","","","","","","","","","","2c43dae58a8d39169efddd5f47901d95","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/102015","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:12660 Anthrax alpha head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anthrax alpha","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"75b0c4f9-2084-4a6f-9ac7-3cc350cfc432","","India","","Asia","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00032415_Haematopota_albimedia_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:32415","","","","","","","","","","","bf2c34b49a92750c96c9c7afa199450b","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2006 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/98613","","","2006-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:32415 Haematopota albimedia head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Haematopota albimedia","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"a5a3aed8-81e1-4b91-a718-d6f97afb480d","","United States","North Carolina","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007639_Callicera_johnsoni_auripila_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:7639","","","","","","","","","","","f81847368a56a22cf6c4deafe45b4398","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/115422","","","2007-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:7639 Callicera johnsoni auripila head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Callicera johnsoni auripila","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"b5189a71-fd20-4214-8e5a-c3e2f1b37f16","","","","[no higher geography data]","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013419_Drosophila_flexa_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13419","","","","","","","","","","","a9ffd5245a9eaded0454b2ff5cc0a204","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/146231","","","2003-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13419 Drosophila flexa head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Drosophila flexa","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"f6a7ddfb-5230-4058-a324-7ad5920d4a34","","United States","Massachusetts","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00603788_Temnostoma_balyras_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:603788","","","","","","","","","","","aaf8252d5db78b8ca3a6c2e9d37ee6ee","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2009 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/260637","","","2009-01-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:603788 Temnostoma balyras head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Temnostoma balyras","","","","","","1000","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"0f6a6c7b-a758-41a8-803c-a04e08730a3e","","United States","California","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012606_Leptis_incisa_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:12606","","","","","","","","","","","00ab075031cad00b6deebc672fbab74a","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2006 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/95975","","","2006-11-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:12606 Leptis incisa head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Leptis incisa","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"296c39f6-562f-48b4-a3f5-072b6cc9be46","","United States","New Jersey","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007551_Bombylius_subvarius_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:7551","","","","","","","","","","","90cbd147af11780d54f2a22a771cbba0","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100774","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:7551 Bombylius subvarius head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bombylius subvarius","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"a7918f9f-47e5-496f-9766-bb53cb43bda1","","United States","Massachusetts","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007557_Geron_(Bombyliidae)_arenicolus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:7557","","","","","","","","","","","e2e19b51e46c5fdecc7e0dd47c2a989c","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/102171","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:7557 Geron arenicolus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Geron arenicolus","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"00daba32-12de-41cc-aacc-5fa4736e5c4d","","Cuba","Cienfuegos Province","","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00022217_Chrysogaster_gewgaw_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:22217","","","","","","","","","","","25df2cae35ba2c456750641bac659190","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/115708","","","2003-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:22217 Chrysogaster gewgaw head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chrysogaster gewgaw","","","","","","765","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"bc9d9021-f652-40b9-946b-005a377cb6e9","","","","[no higher geography data]","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013137_Mesogramma_parvula_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13137","","","","","","","","","","","0c3ffee9cc1c0ed981fb63404fe6ddd0","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/115527","","","2003-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13137 Mesogramma parvula head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mesogramma parvula","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"9828941f-c16b-4a9b-ad76-e91a5c207ab8","","","","[no higher geography data]","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00010653_Midas_(Mydidae)_venosus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:10653","","","","","","","","","","","b0110af0da345c67b3713e60c87c9f62","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2012 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/171469","","","2012-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:10653 Midas venosus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Midas venosus","","","","","","1000","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"37913545-5bb2-4cf4-be18-c44517257bd4","","United States","California","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000887_Pocota_cyanella_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:887","","","","","","","","","","","efb247850c93f46e509c611cd9d4a4cb","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/115402","","","2007-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:887 Brachypalpus cyanella head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brachypalpus cyanella","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
