"coreid","Iptc4xmpExt:CountryCode","Iptc4xmpExt:CountryName","Iptc4xmpExt:ProvinceState","Iptc4xmpExt:WorldRegion","ac:accessURI","ac:associatedSpecimenReference","ac:attributionLogoURL","ac:bestQualityAccessURI","ac:bestQualityFormat","ac:caption","ac:captureDevice","ac:comments","ac:digitizationDate","ac:furtherInformationURL","ac:goodQualityAccessURI","ac:hashFunction","ac:hashValue","ac:licenseLogoURL","ac:metadataCreator","ac:metadataLanguage","ac:metadataLanguageLiteral","ac:metadataProvider","ac:metadataProviderLiteral","ac:provider","ac:providerLiteral","ac:providerManagedID","ac:resourceCreationTechnique","ac:serviceExpectation","ac:subjectOrientation","ac:subjectPart","ac:subtype","ac:subtypeLiteral","ac:tag","ac:thumbnailAccessURI","ac:variant","ac:variantLiteral","dc:creator","dc:format","dc:rights","dc:type","dcterms:accessRights","dcterms:available","dcterms:created","dcterms:creator","dcterms:description","dcterms:format","dcterms:identifier","dcterms:language","dcterms:license","dcterms:modified","dcterms:publisher","dcterms:references","dcterms:rights","dcterms:rightsHolder","dcterms:source","dcterms:title","dcterms:type","dwc:basisOfRecord","dwc:catalogNumber","dwc:collectionCode","dwc:collectionID","dwc:coordinateUncertaintyInMeters","dwc:country","dwc:county","dwc:day","dwc:decimalLatitude","dwc:decimalLongitude","dwc:eventDate","dwc:family","dwc:genus","dwc:geodeticDatum","dwc:georeferencedBy","dwc:habitat","dwc:institutionCode","dwc:kingdom","dwc:locality","dwc:month","dwc:municipality","dwc:occurrenceID","dwc:occurrenceRemarks","dwc:order","dwc:otherCatalogNumbers","dwc:phylum","dwc:recordedBy","dwc:scientificName","dwc:scientificNameAuthorship","dwc:specificEpithet","dwc:startDayOfYear","dwc:stateProvince","dwc:year","exif:PixelXDimension","exif:PixelYDimension","idigbio:associatedRecordReference","idigbio:associatedRecordsetReference","idigbio:recordId","photoshop:Credit","symbiota:recordEnteredBy","xmp:CreateDate","xmp:MetadataDate","xmpRights:Owner","xmpRights:UsageTerms","xmpRights:WebStatement"
"f9249301-523f-4ddb-adcb-215713a55f41","","","","","http://www.morphbank.net?id=196357&imgType=jpeg","","http://www.morphbank.net/images/userLogos/","","","","Auto-Montage","","","http://www.morphbank.net/196357","","","","http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png","morphbank.net","","en","morphbank.net","","http://www.morphbank.net/196257","","http://www.morphbank.net/196357","No preparation","","Anterior","Head","","","Head","","","best quality","","image/jpeg","by-nc-sa","StillImage","","2007-01-01","","","New Image added to the data base using Excel file","","urn:uuid:9a1f2845-42d8-4548-8d2a-c25b01e1874f","","","2007-12-06 15:00:41.0","","","","","","image of Exeretonevra angustifrons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2039","1535","","","","C. Lambkin","","","","C. Lambkin","","<a rel=""license"" href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/""> <img alt=""Creative Commons License"" style=""border-width:0"" src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" /> </a>"
"1fb45826-f8d3-4d08-95e8-ef01dee0799f","","","","","http://www.morphbank.net?id=464882&imgType=jpeg","","http://www.morphbank.net/images/userLogos/","","","","Auto-Montage","","","http://www.morphbank.net/464882","","","","http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png","morphbank.net","","en","morphbank.net","","http://www.morphbank.net/236991","","http://www.morphbank.net/464882","No preparation","","Anterior","Head","","","Head","","","best quality","","image/jpeg","by-nc-sa","StillImage","","2008-12-16","","","Image added to Database","","urn:uuid:0a97078f-6eba-4534-9968-100294005067","","","2008-12-15 07:12:08.0","","","","","","image of Dioctria oelandica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1978","1533","","","","","","","","","","<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/us/"" rel=""license"">  <img src=""http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png"" style=""border-width: 0pt;"" alt=""Creative Commons License""/>  </a>"
"23320637-9837-4150-929c-990747ebd8a9","","United States","","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00000459_Platypeza_(Platypezidae)_pallipes_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:459","","","","","","","","","","","c64bf55a8dd0e39eee1407b05ddc437b","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/110116","","","2007-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:459 Platypeza pallipes head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Platypeza pallipes","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"4482e765-cde5-4404-a75e-b6120a23e0d1","","Panama","","Central America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00029914_Leucotabanus_canithorax_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:29914","","","","","","","","","","","cb21aaa877089f1c14e5e0e2b9cf8451","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/98365","","","2003-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:29914 Leucotabanus canithorax head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Leucotabanus canithorax","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"98afbbcb-3b2b-46db-9949-b8ec5c3e9b5d","","United States","California","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013063_Platypalpus_incurvus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13063","","","","","","","","","","","a16d09daabf38b3fe7ce69e6b0092dde","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100664","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13063 Platypalpus incurvus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Platypalpus incurvus","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"78e1e1d9-ca62-4bec-9214-6d7e67ddac2d","","United States","California","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013486_Anthrax_arethusa_var_autumnalis_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13486","","","","","","","","","","","bd9d25403f83eccd7f3f3561848ea4c5","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/102482","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13486 Anthrax arethusa autumnalis head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anthrax arethusa autumnalis","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"b78099e0-8c53-4188-99cb-32566bd2b7a0","","","","[no higher geography data]","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00014547_Sciara_ochrolabis_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:14547","","","","","","","","","","","19a64ee80ec98273a393615e984fc604","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2006 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/97570","","","2006-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:14547 Sciara ochrolabis head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sciara ochrolabis","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"b22e9e72-7f05-480f-b7c5-7adf342588b2","","United States","Georgia","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013037_Pelastoneurus_laetus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13037","","","","","","","","","","","081f5a18a46bea0f2aaa74b4f329cc97","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/110548","","","2003-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13037 Pelastoneurus laetus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pelastoneurus laetus","","","","","","847","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"9c3dd740-9ce6-4451-bfa0-f8d8dbac7521","","United States","Wyoming","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013073_Hilara_Wheeleri_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13073","","","","","","","","","","","37f8e1bffc19af567520f44169a79942","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100694","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13073 Hilara wheeleri head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hilara wheeleri","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"94a5d887-3aea-421d-b2f2-319c67a6519a","","United States","California","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00012692_Bombylius_lancifer_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:12692","","","","","","","","","","","32abd9eab69c218c44e23593d3e4f786","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100905","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:12692 Bombylius lancifer head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bombylius lancifer","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"adc527c4-b896-4d08-9089-e2d212e0bbb4","","Panama","Darién","Central America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00031280_Bolbodimyia_galindoi_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:31280","","","","","","","","","","","2205d808ced550f9c4d3ff26298628d5","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2006 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/97838","","","2006-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:31280 Bolbodimyia galindoi head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bolbodimyia galindoi","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"7a91ca1b-3627-4094-b9e3-d616667d73e5","","United States","New Hampshire","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001100_Empis_laevigata_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:1100","","","","","","","","","","","ddcdaa07565873851e5658ee8a3db1fc","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/101289","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:1100 Empis laevigata head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Empis laevigata","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"d9a93772-5dbb-4b41-9cac-ea1d596ccf60","","Canada","Quebec","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007629_Empis_beaulieui_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:7629","","","","","","","","","","","6e08a4f96cbfd6d1f088a9ea3f55abe7","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100616","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:7629 Empis beaulieui head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Empis beaulieui","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"e04f18a2-0d22-47ca-9bc0-3109558069b3","","United States","Virginia","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00010034_Dioctria_longicornis_var_tibialis_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:10034","","","","","","","","","","","df61e367bb5d9a7a94fbcaaa77d514e1","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2006 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/96364","","","2006-12-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:10034 Dioctria longicornis tibialis head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dioctria longicornis tibialis","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"792e827f-1bb7-4f9d-9bac-7227658c5060","","Ecuador","Oriente","South America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00030251_Dichelacera_tribonophora_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:30251","","","","","","","","","","","45f1bf52aaadf65c508350cbd33f2e6a","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2006 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/98071","","","2006-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:30251 Dichelacera tribonophora head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dichelacera tribonophora","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"cad3a3ee-67a5-4e15-9da0-d5f794aeeae6","","United States","New York","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013022_Gymnopternus_subulatus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13022","","","","","","","","","","","685d6d08a11177bc4e50e9069f1e15ad","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/110140","","","2007-04-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13022 Gymnopternus subulatus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gymnopternus subulatus","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"cb4d65a5-5a61-4922-8bf4-894739c43481","","United States","District of Columbia","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00001169_Platypalpus_pachycnemus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:1169","","","","","","","","","","","08a7c871a13692f12388c490ac2b7535","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/101453","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:1169 Platypalpus pachycnemus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Platypalpus pachycnemus","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"af2eeaec-4993-4023-b887-2554b3b0de00","","United States","Kentucky","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00007546_Spogostylum_slossonae_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:7546","","","","","","","","","","","f81c6d1a5f17e46a9cdad4adc65dbcae","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/102156","","","2007-02-28","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:7546 Spogostylum slossonae head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spogostylum slossonae","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"5a9946d5-e5a5-46d5-a31b-2e24006d7e16","","Haiti","","","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00032755_Boropis_inflatus_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:32755","","","","","","","","","","","53ded1bde6b8573f84197ed690881d6f","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/98669","","","2003-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:32755 Boropis inflatus head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Boropis inflatus","","","","","","849","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"17877881-da47-49c1-896d-3c29a569dfb6","","","","[no higher geography data]","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00013074_Cyrtoma_procera_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:13074","","","","","","","","","","","199ad7d440ff4f1f377bbd8df8f5f1b2","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/100445","","","2007-03-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:13074 Cyrtoma procera head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cyrtoma procera","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"4881bc7c-e81f-426d-8220-86659186c9ea","","Honduras","","Central America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00022226_Volucella_(Syrphidae)_pallidithorax_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:22226","","","","","","","","","","","fc0acaa4e1c9f5262c554230ef5e9f37","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/115357","","","2007-06-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:22226 Volucella pallidithorax head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Volucella pallidithorax","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"de338d8f-67ff-49ad-a129-3de0198f11d4","","United States","Massachusetts","North America","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00026889_Agathomyia_dubia_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:26889","","","","","","","","","","","af56ddac37bfba109d3328b121148e12","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2007 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/110859","","","2007-04-30","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:26889 Agathomyia dubia head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Agathomyia dubia","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
"dd83d103-9b6f-42a1-9893-d96f2fb7f583","","Cuba","","","http://mczbase.mcz.harvard.edu/specimen_images/entomology/large/MCZ-ENT00004089_Syrphus_(Syrphidae)_jactator_hef.jpg","http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:4089","","","","","","","","","","","9ae41f665ff1feaf3cc65a399c048b41","","","en","","","Museum of Comparative Zoology, Harvard University","","Museum of Comparative Zoology, Harvard University","","","online","","","","","","","ac:BestQuality","Best Quality","","image/jpeg","Copyright © 2003 President and Fellows of Harvard College, Some Rights Reserved CC-BY-NC-SA","StillImage","","","","","head frontal view","","http://mczbase.mcz.harvard.edu/media/110714","","","2003-05-31","","","http://creativecommons.org/licences/by-nc-sa/3.0/legalcode","","","MCZ:Ent:4089 Syrphus jactator head frontal view","http://purl.org/dc/dcmitype/StillImage","","","","","","","","","","","","","","","","","","","","","","","","","","","","Syrphus jactator","","","","","","900","","","","","Museum of Comparative Zoology, Harvard University","","","","Museum of Comparative Zoology, Harvard University","Available under Creative Commons BY-NC-SA 3.0 license","http://creativecommons.org/licences/by-nc-sa/3.0/"
